Agent_ID,Business_Name,Provider,State,Geo_Zone,LGA,Business_Category,Agent_Tier,KYC_Level,Terminal_Type,Registration_Date,Years_in_Business,Risk_Score,Average_Daily_Customers,Latitude,Longitude
AG009005,Abiola and Sons,PalmPay,Cross River,South South,Cross River Central,Restaurant,Bronze,Tier 2,Android POS,2019-10-08,5.2,43.9,35,5.942243,8.303427
AG009006,"Obi, Nnamani and Obi",OPay,Cross River,South South,Cross River North,Provision Store,Silver,Tier 3,Android POS,2018-10-27,6.2,52.4,54,5.898142,8.353677
AG009007,"Adetokunbo, Chukwu and Abiola",Moniepoint,Cross River,South South,Cross River North,Supermarket,Bronze,Tier 3,mPOS,2022-08-28,2.3,91.0,23,5.965354,8.289571
AG009008,Okafor Ltd,Moniepoint,Cross River,South South,Cross River Central,Standalone POS Kiosk,Platinum,Tier 2,Android POS,2022-11-16,2.1,69.8,165,5.979878,8.311161
AG009009,"Balogun, Ogunleye and Ojo",FirstMonie,Cross River,South South,Cross River North,Electronics Shop,Silver,Tier 2,Android POS,2019-11-12,5.1,77.8,66,5.927802,8.356978
AG009010,"Uche, Ogunleye and Eze",Moniepoint,Cross River,South South,Cross River South,Standalone POS Kiosk,Bronze,Tier 2,mPOS,2023-11-01,1.2,86.6,18,6.022866,8.357803
AG009011,Uche and Sons,OPay,Cross River,South South,Cross River West,Market Stall,Bronze,Tier 3,Android POS,2023-12-15,1.0,18.2,24,5.969281,8.31446
AG009012,"Adetokunbo, Uche and Uche",Moniepoint,Cross River,South South,Cross River West,Standalone POS Kiosk,Silver,Tier 1,mPOS,2024-07-26,0.4,83.5,51,5.924776,8.32092
AG009013,"Ekwueme, Ojo and Okonkwo",Moniepoint,Cross River,South South,Cross River South,Market Stall,Silver,Tier 3,Android POS,2023-01-30,1.9,19.1,41,6.060739,8.363163
AG009014,Balogun PLC,Moniepoint,Cross River,South South,Cross River North,Standalone POS Kiosk,Platinum,Tier 2,Traditional POS,2024-08-31,0.3,40.6,185,6.081922,8.30886
AG009015,"Ojo, Ojo and Abiola",Paga,Cross River,South South,Cross River West,Standalone POS Kiosk,Bronze,Tier 2,Android POS,2024-05-12,0.6,5.4,29,5.970577,8.331107
AG009016,Obi-Adeyemi,Moniepoint,Cross River,South South,Cross River North,Market Stall,Silver,Tier 2,Traditional POS,2023-01-14,2.0,35.1,61,5.947933,8.293055
AG009017,"Obasanjo, Nnamani and Okafor",Moniepoint,Cross River,South South,Cross River East,Supermarket,Bronze,Tier 2,Android POS,2019-12-07,5.1,21.4,27,5.92703,8.294183
AG009018,Ekwueme-Oshodi,OPay,Cross River,South South,Cross River West,Standalone POS Kiosk,Bronze,Tier 3,Android POS,2022-12-29,2.0,21.8,20,6.086299,8.342338
AG009019,"Okafor, Balogun and Obasanjo",OPay,Cross River,South South,Cross River South,Market Stall,Bronze,Tier 2,Traditional POS,2021-07-17,3.5,80.3,21,5.970981,8.305538
AG009020,"Nnamani, Obi and Oyekan",Paga,Cross River,South South,Cross River South,Standalone POS Kiosk,Silver,Tier 3,Android POS,2024-10-19,0.2,65.0,46,6.03392,8.382823
AG009021,Okafor-Nnamani,Moniepoint,Cross River,South South,Cross River North,Provision Store,Bronze,Tier 3,Traditional POS,2018-03-24,6.8,85.1,19,5.960022,8.289175
AG009022,Olawale-Ogunleye,PalmPay,Cross River,South South,Cross River North,Supermarket,Bronze,Tier 2,Android POS,2022-07-21,2.5,43.4,30,5.936293,8.298565
AG009023,"Obi, Adetokunbo and Adetokunbo",PalmPay,Cross River,South South,Cross River South,Standalone POS Kiosk,Silver,Tier 2,Android POS,2022-03-19,2.8,17.6,52,5.949543,8.31476
AG009024,Ogunleye-Obasanjo,OPay,Cross River,South South,Cross River West,Market Stall,Bronze,Tier 2,Android POS,2023-03-20,1.8,24.0,21,5.971339,8.343718
AG009025,Balogun Group,Moniepoint,Cross River,South South,Cross River Central,Fuel Station,Bronze,Tier 1,Traditional POS,2024-07-09,0.5,38.0,28,5.96839,8.275116
AG009026,Obi-Nnamani,Moniepoint,Cross River,South South,Cross River Central,Supermarket,Bronze,Tier 1,Android POS,2019-06-04,5.6,11.1,20,6.032375,8.275632
AG009027,Ibrahim Inc,Moniepoint,Cross River,South South,Cross River Central,Standalone POS Kiosk,Silver,Tier 2,Android POS,2020-07-30,4.4,68.7,53,5.953544,8.320937
AG009028,"Ojo, Ojo and Uche",OPay,Cross River,South South,Cross River West,Standalone POS Kiosk,Gold,Tier 2,Android POS,2019-04-09,5.7,47.5,91,5.974915,8.268459
AG009029,Balogun Group,Moniepoint,Cross River,South South,Cross River West,Provision Store,Silver,Tier 3,mPOS,2023-05-18,1.6,63.2,59,5.964508,8.388926
AG009030,Okafor-Okafor,Paga,Cross River,South South,Cross River East,Mobile Agent,Platinum,Tier 3,Android POS,2024-07-06,0.5,31.6,172,6.036829,8.349903
AG009031,Obasanjo-Nnamani,OPay,Cross River,South South,Cross River North,Standalone POS Kiosk,Bronze,Tier 2,Traditional POS,2018-08-05,6.4,87.7,20,6.058664,8.422067
AG009032,Uche Group,OPay,Cross River,South South,Cross River West,Restaurant,Silver,Tier 3,mPOS,2020-01-07,5.0,39.1,57,5.987971,8.302421
AG009033,Adetokunbo-Ojo,OPay,Cross River,South South,Cross River West,Standalone POS Kiosk,Gold,Tier 2,Traditional POS,2020-08-07,4.4,53.9,111,6.002849,8.394095
AG009034,"Ogunleye, Okafor and Ogunleye",Moniepoint,Cross River,South South,Cross River North,Provision Store,Silver,Tier 3,Android POS,2020-09-12,4.3,57.7,50,5.954679,8.417292
AG009035,Akinwale PLC,OPay,Cross River,South South,Cross River Central,Provision Store,Gold,Tier 1,Android POS,2023-09-14,1.3,37.9,103,5.817488,8.29218
AG009036,"Ojo, Eze and Obasanjo",Moniepoint,Cross River,South South,Cross River West,Pharmacy,Silver,Tier 2,Android POS,2024-02-05,0.9,80.4,55,6.082008,8.384189
AG009037,"Ogunleye, Okafor and Eze",Paga,Cross River,South South,Cross River Central,Provision Store,Bronze,Tier 1,Android POS,2020-09-16,4.3,73.8,25,5.983776,8.32034
AG009038,Abiola-Adetokunbo,OPay,Cross River,South South,Cross River West,Standalone POS Kiosk,Platinum,Tier 2,Android POS,2024-03-12,0.8,90.4,168,6.005865,8.343064
AG009039,Obasanjo-Eze,Moniepoint,Cross River,South South,Cross River Central,Standalone POS Kiosk,Silver,Tier 2,Android POS,2021-10-21,3.2,5.6,49,5.952826,8.203997
AG009040,Chukwu-Ogunleye,OPay,Cross River,South South,Cross River West,Supermarket,Silver,Tier 1,Traditional POS,2024-01-11,1.0,80.1,65,6.012885,8.342382
AG009041,Olawale-Obi,Moniepoint,Cross River,South South,Cross River Central,Restaurant,Bronze,Tier 2,Traditional POS,2020-11-29,4.1,62.8,22,5.974336,8.302322
AG009042,"Ekwueme, Ojo and Abiola",PalmPay,Cross River,South South,Cross River South,Provision Store,Bronze,Tier 3,Android POS,2021-09-22,3.3,18.5,27,5.95932,8.280797
AG009043,"Akinwale, Okafor and Ogunleye",Paga,Cross River,South South,Cross River West,Supermarket,Bronze,Tier 1,Traditional POS,2019-07-12,5.5,71.0,28,5.953416,8.423051
AG009044,Abiola-Uche,FirstMonie,Cross River,South South,Cross River North,Provision Store,Gold,Tier 3,Android POS,2018-06-30,6.5,44.0,102,5.930063,8.310837
AG009045,Akinwale-Ogunleye,OPay,Cross River,South South,Cross River East,Pharmacy,Bronze,Tier 2,Android POS,2023-07-03,1.5,18.2,23,5.943976,8.293141
AG009046,"Ojo, Okafor and Obasanjo",PalmPay,Cross River,South South,Cross River North,Standalone POS Kiosk,Bronze,Tier 2,Traditional POS,2019-07-27,5.4,7.4,23,5.993383,8.290282
AG009047,Ojo Inc,Moniepoint,Cross River,South South,Cross River North,Fuel Station,Bronze,Tier 2,mPOS,2019-01-02,6.0,18.1,21,6.088002,8.3709
AG009048,Akinwale-Eze,Moniepoint,Cross River,South South,Cross River West,Supermarket,Bronze,Tier 2,Android POS,2019-08-29,5.3,27.9,23,6.019431,8.306769
AG009049,Obasanjo-Oshodi,FirstMonie,Cross River,South South,Cross River West,Market Stall,Bronze,Tier 2,Traditional POS,2022-12-17,2.0,46.4,24,5.901877,8.372236
AG009050,"Okafor, Oyekan and Oyekan",PalmPay,Cross River,South South,Cross River Central,Standalone POS Kiosk,Gold,Tier 1,mPOS,2022-09-26,2.3,7.8,100,5.963435,8.315948
AG009051,"Olawale, Ojo and Chukwu",FirstMonie,Cross River,South South,Cross River West,Provision Store,Silver,Tier 2,mPOS,2018-11-25,6.1,19.3,57,5.973869,8.356972
AG009052,Okafor-Ibrahim,FirstMonie,Cross River,South South,Cross River South,Standalone POS Kiosk,Silver,Tier 1,mPOS,2023-03-03,1.8,7.3,40,5.89661,8.311917
AG009053,Chukwu Group,OPay,Cross River,South South,Cross River North,Restaurant,Gold,Tier 2,Traditional POS,2021-02-05,3.9,59.1,99,6.018873,8.423273
AG009054,"Abiola, Ekwueme and Olawale",Moniepoint,Cross River,South South,Cross River South,Standalone POS Kiosk,Platinum,Tier 2,mPOS,2018-05-03,6.7,10.4,144,5.944223,8.263207
AG009055,Okafor Inc,OPay,Cross River,South South,Cross River Central,Provision Store,Bronze,Tier 2,Android POS,2018-02-17,6.9,61.3,26,5.914716,8.396265
AG009056,Abiola-Oshodi,PalmPay,Cross River,South South,Cross River Central,Electronics Shop,Platinum,Tier 1,Android POS,2018-04-10,6.7,12.9,170,6.046808,8.309751
AG009057,Adetokunbo Inc,Moniepoint,Cross River,South South,Cross River Central,Standalone POS Kiosk,Bronze,Tier 1,Android POS,2018-12-09,6.1,62.1,27,5.999907,8.407694
AG009058,Obi-Okonkwo,OPay,Cross River,South South,Cross River South,Standalone POS Kiosk,Silver,Tier 2,Android POS,2019-11-07,5.2,82.4,47,5.878674,8.338479
AG009059,Balogun PLC,Moniepoint,Cross River,South South,Cross River West,Standalone POS Kiosk,Bronze,Tier 3,Android POS,2018-11-29,6.1,43.4,21,5.932846,8.483715
AG009060,"Ojo, Oshodi and Akinwale",OPay,Cross River,South South,Cross River Central,Mini Mart,Bronze,Tier 3,Android POS,2020-02-19,4.9,90.5,23,5.961214,8.366489
AG009061,"Okonkwo, Akinwale and Eze",Moniepoint,Cross River,South South,Cross River East,Restaurant,Bronze,Tier 3,Android POS,2019-02-07,5.9,23.8,15,5.958165,8.318361
AG009062,Balogun-Obasanjo,OPay,Cross River,South South,Cross River East,Standalone POS Kiosk,Bronze,Tier 1,mPOS,2024-01-17,1.0,28.9,35,5.939494,8.412582
AG009063,Chukwu and Sons,Moniepoint,Cross River,South South,Cross River South,Standalone POS Kiosk,Silver,Tier 1,Traditional POS,2018-08-23,6.4,70.8,49,5.979391,8.275589
AG009064,Uche Group,OPay,Cross River,South South,Cross River West,Pharmacy,Gold,Tier 2,Android POS,2018-04-16,6.7,53.6,100,5.943935,8.314047
AG009065,Obasanjo LLC,Paga,Cross River,South South,Cross River North,Pharmacy,Bronze,Tier 2,Android POS,2021-12-18,3.0,86.4,26,5.967646,8.370784
AG009066,Adetokunbo-Obi,OPay,Cross River,South South,Cross River South,Mobile Agent,Bronze,Tier 3,Android POS,2022-04-02,2.8,8.1,33,5.902506,8.336495
AG009067,Balogun-Eze,PalmPay,Cross River,South South,Cross River Central,Mobile Agent,Silver,Tier 3,Android POS,2023-08-27,1.4,14.9,60,5.956155,8.41091
AG009068,"Obasanjo, Obi and Adetokunbo",PalmPay,Cross River,South South,Cross River South,Supermarket,Bronze,Tier 2,Traditional POS,2021-04-11,3.7,20.4,24,5.97441,8.336313
AG009069,"Uche, Nnamani and Adetokunbo",FirstMonie,Cross River,South South,Cross River South,Standalone POS Kiosk,Bronze,Tier 2,Android POS,2019-10-15,5.2,44.4,29,5.911897,8.320951
AG009070,Abiola PLC,Moniepoint,Cross River,South South,Cross River Central,Electronics Shop,Platinum,Tier 2,Traditional POS,2024-02-14,0.9,83.0,199,5.996848,8.393156
AG009071,Ekwueme and Sons,Moniepoint,Cross River,South South,Cross River North,Provision Store,Bronze,Tier 3,Traditional POS,2024-09-25,0.3,16.2,17,5.932784,8.264249
AG009072,"Obasanjo, Obasanjo and Uche",Paga,Cross River,South South,Cross River West,Standalone POS Kiosk,Bronze,Tier 2,mPOS,2024-01-21,0.9,33.9,25,5.859626,8.281945
AG009073,Abiola Group,OPay,Cross River,South South,Cross River East,Fuel Station,Bronze,Tier 2,Android POS,2021-03-22,3.8,80.0,27,5.970507,8.1936
AG009074,"Balogun, Ibrahim and Olawale",Moniepoint,Cross River,South South,Cross River East,Restaurant,Bronze,Tier 2,Traditional POS,2023-11-10,1.1,83.7,32,6.07079,8.362165
AG009075,"Chukwu, Obi and Ojo",FirstMonie,Cross River,South South,Cross River Central,Fuel Station,Bronze,Tier 2,Android POS,2019-09-09,5.3,64.2,19,6.001492,8.303888
AG009076,"Adetokunbo, Uche and Obasanjo",Moniepoint,Cross River,South South,Cross River North,Electronics Shop,Bronze,Tier 3,Android POS,2021-03-29,3.8,49.5,39,5.949426,8.303588
AG009077,Olawale-Oyekan,OPay,Cross River,South South,Cross River West,Standalone POS Kiosk,Bronze,Tier 2,Traditional POS,2024-12-21,0.0,42.3,18,5.945166,8.367551
AG009078,Ekwueme-Okonkwo,PalmPay,Cross River,South South,Cross River Central,Market Stall,Silver,Tier 3,Traditional POS,2021-07-10,3.5,18.2,56,5.917437,8.273212
AG009079,Akinwale-Okafor,PalmPay,Cross River,South South,Cross River East,Supermarket,Silver,Tier 3,Android POS,2023-04-05,1.7,24.4,59,5.9718,8.294695
AG009080,Ogunleye and Sons,Moniepoint,Cross River,South South,Cross River Central,Standalone POS Kiosk,Bronze,Tier 2,Android POS,2023-09-09,1.3,37.6,18,5.990948,8.314953
AG009081,"Chukwu, Adeyemi and Chukwu",Moniepoint,Cross River,South South,Cross River East,Market Stall,Silver,Tier 2,Android POS,2023-03-30,1.8,84.5,50,5.954929,8.317571
AG009082,Chukwu-Obi,FirstMonie,Cross River,South South,Cross River Central,Fuel Station,Gold,Tier 1,Android POS,2018-06-30,6.5,45.4,90,5.915414,8.320047
AG009083,Obasanjo-Okonkwo,OPay,Cross River,South South,Cross River West,Standalone POS Kiosk,Gold,Tier 2,mPOS,2018-07-20,6.5,85.0,93,5.961155,8.244644
AG009084,Adetokunbo Ltd,PalmPay,Cross River,South South,Cross River Central,Standalone POS Kiosk,Silver,Tier 3,Android POS,2020-12-06,4.1,32.1,20,6.030073,8.369679
AG009085,Obasanjo PLC,OPay,Cross River,South South,Cross River North,Standalone POS Kiosk,Silver,Tier 3,Traditional POS,2022-03-28,2.8,36.2,59,5.967698,8.370324
AG009086,Obasanjo-Adeyemi,PalmPay,Cross River,South South,Cross River South,Electronics Shop,Bronze,Tier 2,Traditional POS,2021-10-30,3.2,55.5,38,5.812493,8.37455
AG009087,Abiola and Sons,Moniepoint,Cross River,South South,Cross River Central,Standalone POS Kiosk,Bronze,Tier 1,Traditional POS,2022-01-20,3.0,87.6,32,6.029166,8.373069
AG009088,Balogun LLC,Moniepoint,Cross River,South South,Cross River West,Standalone POS Kiosk,Bronze,Tier 1,Traditional POS,2021-01-31,3.9,75.1,24,5.957147,8.400024
AG009089,Oshodi Ltd,Paga,Cross River,South South,Cross River West,Standalone POS Kiosk,Bronze,Tier 3,Android POS,2019-09-07,5.3,29.9,25,5.94399,8.285403
AG009090,Oshodi-Abiola,Moniepoint,Cross River,South South,Cross River East,Standalone POS Kiosk,Platinum,Tier 3,Android POS,2022-03-28,2.8,12.7,163,5.97456,8.286117
AG009091,"Balogun, Akinwale and Chukwu",Paga,Cross River,South South,Cross River West,Provision Store,Bronze,Tier 2,Traditional POS,2019-05-19,5.6,71.6,23,5.969977,8.302255
AG009092,Adeyemi-Obasanjo,Paga,Cross River,South South,Cross River North,Standalone POS Kiosk,Bronze,Tier 2,Android POS,2022-08-19,2.4,14.6,25,6.032315,8.315545
AG009093,"Balogun, Olawale and Adeyemi",PalmPay,Cross River,South South,Cross River North,Electronics Shop,Silver,Tier 2,Android POS,2021-01-08,4.0,58.0,61,6.005149,8.348798
AG009094,Ojo Group,OPay,Cross River,South South,Cross River West,Provision Store,Silver,Tier 2,Android POS,2020-07-22,4.4,29.5,63,5.968897,8.271378
AG009095,"Abiola, Adeyemi and Olawale",Moniepoint,Cross River,South South,Cross River South,Standalone POS Kiosk,Gold,Tier 1,Android POS,2022-02-22,2.9,79.0,100,5.992848,8.291233
AG009096,Akinwale-Olawale,PalmPay,Cross River,South South,Cross River Central,Restaurant,Bronze,Tier 3,Android POS,2022-02-08,2.9,76.7,30,5.955905,8.316734
AG009097,Adetokunbo Inc,PalmPay,Cross River,South South,Cross River South,Standalone POS Kiosk,Bronze,Tier 3,Traditional POS,2019-11-29,5.1,59.6,17,6.048873,8.32075
AG009098,Obasanjo-Obasanjo,PalmPay,Cross River,South South,Cross River West,Supermarket,Bronze,Tier 2,Android POS,2022-03-18,2.8,82.4,32,6.02843,8.26602
AG009099,"Olawale, Okonkwo and Adeyemi",Moniepoint,Cross River,South South,Cross River Central,Standalone POS Kiosk,Silver,Tier 1,Traditional POS,2024-03-13,0.8,91.2,45,5.961106,8.322754
AG009100,Obi-Adeyemi,OPay,Cross River,South South,Cross River Central,Provision Store,Silver,Tier 1,Traditional POS,2023-04-09,1.7,22.6,36,6.013645,8.365004
AG009101,Ibrahim PLC,OPay,Cross River,South South,Cross River Central,Fuel Station,Bronze,Tier 2,Android POS,2022-07-24,2.4,12.6,20,6.056264,8.357635
AG009102,Ojo-Chukwu,PalmPay,Cross River,South South,Cross River North,Standalone POS Kiosk,Silver,Tier 2,Traditional POS,2020-09-11,4.3,19.1,55,6.00204,8.498025
AG009103,Akinwale-Adeyemi,FirstMonie,Cross River,South South,Cross River East,Fuel Station,Bronze,Tier 2,Traditional POS,2024-10-02,0.2,62.1,36,5.986438,8.279805
AG009104,"Olawale, Oyekan and Oyekan",PalmPay,Cross River,South South,Cross River West,Standalone POS Kiosk,Gold,Tier 2,mPOS,2024-04-05,0.7,14.8,105,5.959381,8.389861
AG009105,Okafor LLC,Moniepoint,Cross River,South South,Cross River East,Fuel Station,Bronze,Tier 2,Traditional POS,2024-12-06,0.1,75.7,29,6.032842,8.338689
AG009106,Chukwu and Sons,Moniepoint,Cross River,South South,Cross River South,Pharmacy,Bronze,Tier 2,Android POS,2018-03-11,6.8,61.4,32,6.007011,8.402817
AG009107,Ibrahim-Ogunleye,Moniepoint,Cross River,South South,Cross River West,Fuel Station,Bronze,Tier 3,Android POS,2023-11-24,1.1,58.2,25,5.940501,8.396648
AG009108,Akinwale-Balogun,Moniepoint,Cross River,South South,Cross River North,Provision Store,Bronze,Tier 3,Android POS,2019-05-31,5.6,12.8,20,5.991005,8.410877
AG009109,Adeyemi and Sons,OPay,Cross River,South South,Cross River Central,Market Stall,Bronze,Tier 1,Android POS,2018-09-06,6.3,70.0,31,5.958997,8.323494
AG009110,Abiola-Olawale,Moniepoint,Cross River,South South,Cross River South,Standalone POS Kiosk,Gold,Tier 2,Android POS,2018-07-12,6.5,59.7,71,5.966876,8.314199
AG009111,Adeyemi-Oshodi,Moniepoint,Cross River,South South,Cross River Central,Electronics Shop,Gold,Tier 2,Android POS,2022-05-24,2.6,21.2,101,5.95357,8.322869
AG009112,"Chukwu, Oshodi and Obasanjo",Moniepoint,Cross River,South South,Cross River South,Supermarket,Bronze,Tier 1,Traditional POS,2023-12-06,1.1,31.3,27,5.956536,8.310756
AG009113,Abiola PLC,OPay,Cross River,South South,Cross River Central,Electronics Shop,Bronze,Tier 2,Android POS,2024-03-26,0.8,29.8,15,5.864559,8.390738
AG009114,Adeyemi-Olawale,Paga,Cross River,South South,Cross River West,Standalone POS Kiosk,Silver,Tier 3,Android POS,2018-01-21,7.0,53.0,47,5.892611,8.352008
AG009115,Oshodi-Chukwu,Paga,Cross River,South South,Cross River South,Provision Store,Bronze,Tier 2,Android POS,2020-11-25,4.1,77.1,36,5.998364,8.35238
AG009116,"Olawale, Oshodi and Chukwu",Moniepoint,Cross River,South South,Cross River North,Supermarket,Platinum,Tier 2,mPOS,2024-02-21,0.9,83.2,155,6.039345,8.351039
AG009117,Eze Ltd,FirstMonie,Cross River,South South,Cross River East,Provision Store,Bronze,Tier 3,Android POS,2023-08-04,1.4,85.8,20,5.954125,8.331866
AG009118,Obasanjo Ltd,OPay,Cross River,South South,Cross River North,Pharmacy,Bronze,Tier 2,Android POS,2023-10-14,1.2,92.5,33,5.950903,8.294052
AG009119,Okonkwo-Eze,OPay,Cross River,South South,Cross River North,Standalone POS Kiosk,Silver,Tier 1,Android POS,2022-03-29,2.8,49.8,51,5.938458,8.399995
AG009120,Ekwueme-Okonkwo,OPay,Cross River,South South,Cross River North,Fuel Station,Platinum,Tier 3,Android POS,2023-12-05,1.1,32.5,146,5.979143,8.32252
AG009121,Ibrahim PLC,Paga,Cross River,South South,Cross River Central,Fuel Station,Bronze,Tier 2,Android POS,2022-06-26,2.5,25.1,27,6.015483,8.309843
AG009122,"Olawale, Uche and Olawale",OPay,Cross River,South South,Cross River South,Supermarket,Platinum,Tier 2,Traditional POS,2020-09-19,4.3,9.3,178,5.914032,8.35673
AG009123,Eze PLC,Moniepoint,Cross River,South South,Cross River North,Provision Store,Bronze,Tier 2,Traditional POS,2018-09-26,6.3,20.7,38,5.994658,8.327546
AG009124,Uche-Ogunleye,PalmPay,Cross River,South South,Cross River North,Market Stall,Silver,Tier 3,Android POS,2022-06-27,2.5,91.2,40,5.967385,8.297205
AG009125,Oshodi Ltd,OPay,Cross River,South South,Cross River West,Provision Store,Bronze,Tier 2,Traditional POS,2021-04-23,3.7,77.1,27,5.955317,8.353181
AG009126,Oyekan and Sons,Moniepoint,Cross River,South South,Cross River North,Pharmacy,Bronze,Tier 3,Traditional POS,2023-11-07,1.2,66.1,30,5.93029,8.338453
AG009127,Oshodi-Ibrahim,OPay,Cross River,South South,Cross River West,Pharmacy,Bronze,Tier 2,Android POS,2021-06-13,3.6,28.3,40,5.983462,8.415824
AG009128,Oshodi-Adetokunbo,PalmPay,Cross River,South South,Cross River East,Supermarket,Gold,Tier 2,Android POS,2021-05-03,3.7,14.7,119,6.000738,8.344246
AG009129,Ojo-Abiola,Moniepoint,Cross River,South South,Cross River North,Standalone POS Kiosk,Silver,Tier 2,mPOS,2018-03-26,6.8,55.8,60,5.989729,8.284534
AG009130,"Olawale, Okafor and Akinwale",FirstMonie,Cross River,South South,Cross River North,Standalone POS Kiosk,Platinum,Tier 2,Traditional POS,2022-09-16,2.3,36.6,162,6.036785,8.358119
AG009131,Adeyemi Ltd,FirstMonie,Cross River,South South,Cross River North,Provision Store,Silver,Tier 1,Android POS,2022-02-17,2.9,45.3,65,5.957045,8.398432
AG009132,Uche-Oyekan,OPay,Cross River,South South,Cross River West,Standalone POS Kiosk,Silver,Tier 3,mPOS,2022-10-31,2.2,86.0,61,5.916971,8.277702
AG009133,Adetokunbo Inc,Moniepoint,Cross River,South South,Cross River North,Standalone POS Kiosk,Gold,Tier 2,Android POS,2019-03-03,5.8,41.7,106,5.989154,8.357785
AG009134,"Uche, Obi and Okafor",OPay,Cross River,South South,Cross River South,Standalone POS Kiosk,Bronze,Tier 3,Traditional POS,2020-10-28,4.2,57.4,23,5.981151,8.341095
AG009135,"Eze, Chukwu and Nnamani",OPay,Cross River,South South,Cross River Central,Standalone POS Kiosk,Bronze,Tier 3,Android POS,2023-03-08,1.8,70.1,26,5.892613,8.317484
AG009136,Adeyemi-Olawale,PalmPay,Cross River,South South,Cross River Central,Standalone POS Kiosk,Silver,Tier 2,mPOS,2022-05-18,2.6,72.1,41,5.9094,8.334994
AG009137,"Okafor, Olawale and Ogunleye",Moniepoint,Cross River,South South,Cross River South,Standalone POS Kiosk,Bronze,Tier 3,Traditional POS,2022-05-16,2.6,13.1,22,6.017048,8.35522
AG009138,Ogunleye Inc,OPay,Cross River,South South,Cross River North,Fuel Station,Silver,Tier 3,mPOS,2021-12-23,3.0,7.6,57,5.929474,8.345711
AG009139,Oyekan-Ojo,OPay,Cross River,South South,Cross River South,Standalone POS Kiosk,Gold,Tier 3,Android POS,2021-04-05,3.7,76.7,94,5.956148,8.333222
AG009140,"Obi, Adetokunbo and Olawale",OPay,Cross River,South South,Cross River Central,Pharmacy,Silver,Tier 2,mPOS,2020-02-04,4.9,79.8,55,6.034141,8.2853
AG009141,Akinwale-Balogun,Moniepoint,Cross River,South South,Cross River East,Market Stall,Silver,Tier 2,Traditional POS,2020-07-27,4.4,18.3,31,5.963777,8.289358
AG009142,Ogunleye-Obi,OPay,Cross River,South South,Cross River South,Electronics Shop,Bronze,Tier 1,mPOS,2021-10-24,3.2,16.5,20,5.948628,8.316965
AG009143,Obi-Oshodi,OPay,Cross River,South South,Cross River West,Standalone POS Kiosk,Silver,Tier 2,Traditional POS,2020-02-05,4.9,54.9,38,5.967866,8.328345
AG009144,"Uche, Olawale and Okonkwo",Paga,Cross River,South South,Cross River South,Provision Store,Bronze,Tier 3,Android POS,2020-02-25,4.9,25.1,29,5.974098,8.340347
AG009145,Nnamani LLC,OPay,Cross River,South South,Cross River Central,Supermarket,Bronze,Tier 3,mPOS,2018-12-13,6.1,86.1,21,5.930565,8.292418
AG009146,Olawale-Ekwueme,PalmPay,Cross River,South South,Cross River East,Standalone POS Kiosk,Silver,Tier 2,Android POS,2022-03-26,2.8,55.6,69,5.901828,8.372149
AG009147,"Akinwale, Oyekan and Oyekan",OPay,Cross River,South South,Cross River South,Fuel Station,Bronze,Tier 2,Android POS,2022-08-12,2.4,56.5,28,5.999271,8.368953
AG009148,Ibrahim-Ibrahim,Moniepoint,Cross River,South South,Cross River South,Fuel Station,Gold,Tier 1,Android POS,2021-04-05,3.7,47.2,89,5.942505,8.290647
AG009149,Ojo-Adetokunbo,Moniepoint,Cross River,South South,Cross River West,Standalone POS Kiosk,Bronze,Tier 3,Traditional POS,2024-06-16,0.5,7.7,30,5.920106,8.335654
AG009150,"Uche, Ibrahim and Obasanjo",PalmPay,Cross River,South South,Cross River West,Standalone POS Kiosk,Silver,Tier 2,Android POS,2023-09-01,1.3,64.2,58,5.956592,8.315776
AG009151,"Okafor, Adeyemi and Okonkwo",OPay,Cross River,South South,Cross River Central,Standalone POS Kiosk,Bronze,Tier 2,Android POS,2020-07-14,4.5,88.0,31,6.011664,8.370222
AG009152,Chukwu-Obasanjo,FirstMonie,Cross River,South South,Cross River Central,Provision Store,Gold,Tier 2,Traditional POS,2022-02-17,2.9,32.7,89,5.926411,8.308131
AG009153,"Ogunleye, Ojo and Ekwueme",FirstMonie,Cross River,South South,Cross River North,Supermarket,Gold,Tier 2,Android POS,2024-03-27,0.8,33.8,100,5.974678,8.246777
AG009154,Adetokunbo-Abiola,Moniepoint,Cross River,South South,Cross River West,Provision Store,Silver,Tier 2,Traditional POS,2023-10-26,1.2,29.5,42,5.955559,8.351927
AG009155,Nnamani-Ibrahim,Moniepoint,Cross River,South South,Cross River North,Mobile Agent,Bronze,Tier 2,Android POS,2021-02-02,3.9,90.8,24,5.951689,8.408416
AG009156,Eze-Obi,OPay,Cross River,South South,Cross River South,Supermarket,Gold,Tier 3,Traditional POS,2019-07-04,5.5,39.3,75,5.902122,8.361206
AG009157,Olawale-Ekwueme,Moniepoint,Cross River,South South,Cross River East,Mobile Agent,Bronze,Tier 1,Android POS,2024-11-03,0.2,69.4,29,5.948826,8.335617
AG009158,Adetokunbo Group,PalmPay,Cross River,South South,Cross River Central,Supermarket,Bronze,Tier 1,mPOS,2021-10-24,3.2,37.9,30,5.849479,8.284955
AG009159,Nnamani Group,Moniepoint,Cross River,South South,Cross River Central,Standalone POS Kiosk,Bronze,Tier 2,Android POS,2021-04-01,3.8,14.1,28,5.941098,8.329845
